type,name,glon,glat,distance (parsecs),x (parsecs),y (parsecs),z (parsecs),radius (parsecs),log10 age (years),Arm (masers),Source
maser,G351.44+00.65,351.44,0.65,1329,1314.11108346254,-197.80230872588,15.0767033410498,,,Sgr,2019ApJ...874...94W
maser,G011.49-01.48,11.49,-1.48,1250,1224.54071625026,248.913063098505,-32.2850006073982,,,Sgr,2019ApJ...874...94W
maser,G014.33-00.64,14.33,-0.64,1119,1084.11609955434,276.942332327717,-12.4990900460234,,,Sgr,2019ApJ...874...94W
maser,G014.63-00.57,14.63,-0.57,1831,1771.54591828414,462.443798450402,-18.2151773408634,,,Sgr,2019ApJ...874...94W
maser,G015.03-00.67,15.03,-0.67,2004,1935.31118637667,519.651302129753,-23.4336527284331,,,Sgr,2019ApJ...874...94W
maser,G034.39+00.22,34.39,0.22,1555,1283.19534214697,878.293267625778,5.97075669942227,,,Sgr,2019ApJ...874...94W
maser,G035.02+00.34,35.02,0.34,2325,1904.02936035376,1334.20644755209,13.7967467640961,,,Sgr,2019ApJ...874...94W
maser,G035.19-00.74,35.19,-0.74,2192,1791.25271066472,1263.12164059858,-28.3098496615107,,,Sgr,2019ApJ...874...94W
maser,G035.20-01.73,35.2,-1.73,2427,1982.30670079347,1398.36355244385,-73.2701793768836,,,Sgr,2019ApJ...874...94W
maser,G037.42+01.51,37.42,1.51,1879,1491.78838955511,1141.38369223191,49.5143201067542,,,Sgr,2019ApJ...874...94W
maser,G049.48-00.36,49.48,-0.36,5128,3331.66475744352,3898.12208865257,-32.2199622553863,,,Sgr,2019ApJ...874...94W
maser,G049.48-00.38,49.48,-0.38,5405,3511.62391208718,4108.67831409645,-35.8470547060916,,,Sgr,2019ApJ...874...94W
maser,G032.74-00.07,32.74,-0.07,7936,6675.22982352436,4292.00521871647,-9.69565064868281,,,Sgr,2019ApJ...874...94W
maser,G035.79-00.17,35.79,-0.17,8849,7177.97546246877,5175.0149671603,-26.2554730133915,,,Sgr,2019ApJ...874...94W
maser,G037.47-00.10,37.47,-0.1,11363,9018.48095306864,6912.62446429149,-19.8321662217025,,,Sgr,2019ApJ...874...94W
maser,G038.03-00.30,38.03,-0.3,10526,8291.09324470729,6484.70595181825,-55.1137552895225,,,Sgr,2019ApJ...874...94W
maser,G041.15-00.20,41.15,-0.2,8000,6023.87879877164,5264.22875645447,-27.9252113217899,,,Sgr,2019ApJ...874...94W
maser,G041.22-00.19,41.22,-0.19,8849,6656.0479106687,5831.0347384068,-29.3443414648714,,,Sgr,2019ApJ...874...94W
maser,G043.03-00.45,43.03,-0.45,7692,5622.65171741826,5248.71432162427,-60.4122056359676,,,Sgr,2019ApJ...874...94W
maser,G043.79-00.12,43.79,-0.12,6024,4348.60172014984,4168.70242404471,-12.6166268730255,,,Sgr,2019ApJ...874...94W
maser,G043.89-00.78,43.89,-0.78,7462,5377.15706482606,5172.74657586012,-101.581307919132,,,Sgr,2019ApJ...874...94W
maser,G045.07+00.13,45.07,0.13,7751,5474.07044022758,5487.46248573435,17.5864460525899,,,Sgr,2019ApJ...874...94W
maser,G045.45+00.06,45.45,0.06,8403,5894.96533847459,5988.2981910751,8.79959941439804,,,Sgr,2019ApJ...874...94W
maser,G045.49+00.12,45.49,0.12,6944,4867.96760910875,4951.95071100054,14.5434689585473,,,Sgr,2019ApJ...874...94W
maser,G045.80-00.35,45.8,-0.35,7299,5088.51314371245,5232.63289421612,-44.5867764375614,,,Sgr,2019ApJ...874...94W
maser,G048.99-00.29,48.99,-0.29,5617,3685.77617812331,4238.50618683942,-28.4300703956845,,,Sgr,2019ApJ...874...94W
maser,G049.19-00.33,49.19,-0.33,5076,3317.37855511336,3841.86423597156,-29.2354995962705,,,Sgr,2019ApJ...874...94W
maser,G049.34+00.41,49.34,0.41,4149,2703.29043144824,3147.3068462844,29.6893679913421,,,Sgr,2019ApJ...874...94W
maser,G049.59-00.24,49.59,-0.24,4587,2973.5095284212,3492.62664902711,-19.2139244814376,,,Sgr,2019ApJ...874...94W
maser,G052.10+01.04,52.1,1.04,6060,3721.9550843261,4781.0618276954,109.991590646938,,,Sgr,2019ApJ...874...94W
maser,G348.70-01.04,348.7,-1.04,3378,3311.97063721923,-661.797037757306,-61.3121440932934,,,...,2014ApJ...783..130R
maser,G000.67-00.03,0.67,-0.03,7751,7750.46899705579,90.6358370259761,-4.05841392422287,,,...,2014ApJ...783..130R
maser,G005.88-00.39,5.88,-0.39,2994,2978.17848753685,306.714163833756,-20.379354172562,,,Sct,2014ApJ...783..130R
maser,G009.62+00.19,9.62,0.19,5154,5081.49529430951,861.295223521756,17.0912799084583,,,4-k,2014ApJ...783..130R
maser,G010.47+00.02,10.47,0.02,8547,8404.69357107614,1553.16646733166,2.9834657627714,,,Con,2014ApJ...783..130R
maser,G010.62-00.38,10.62,-0.38,4950,4865.10483470594,912.237456832881,-32.8294025522948,,,3-k,2014ApJ...783..130R
maser,G011.91-00.61,11.91,-0.61,3367,3294.33181426898,694.825124338172,-35.8461167171934,,,Sct,2014ApJ...783..130R
maser,G012.02-00.03,12.02,-0.03,9433,9226.17989213843,1964.45137458843,-4.93910702453804,,,3-k,2014ApJ...783..130R
maser,G012.68-00.18,12.68,-0.18,2403,2344.38220531858,527.46951043698,-7.54923472856859,,,Sct,2014ApJ...783..130R
maser,G012.80-00.20,12.8,-0.2,2915,2842.5430499502,645.809936041644,-10.1752488753772,,,Sct,2014ApJ...783..130R
maser,G012.88+00.48,12.88,0.48,2500,2437.01213753609,557.255060703101,20.9437060369265,,,Sct,2014ApJ...783..130R
maser,G012.90-00.24,12.9,-0.24,2450,2388.14397447196,546.957985739356,-10.2625059907395,,,Sct,2014ApJ...783..130R
maser,G012.90-00.26,12.9,-0.26,2525,2461.24667395034,563.700738976269,-11.4580472149675,,,Sct,2014ApJ...783..130R
maser,G013.87+00.28,13.87,0.28,3937,3822.159831303,943.76536097296,19.2397349614946,,,Sct,2014ApJ...783..130R
maser,G016.58-00.05,16.58,-0.05,3584,3434.98400068656,1022.70774562448,-3.12762962260278,,,Sct,2014ApJ...783..130R
maser,G023.00-00.41,23,-0.41,4587,4222.24765787559,1792.23779856817,-32.8236035132047,,,4-k,2014ApJ...783..130R
maser,G023.44-00.18,23.44,-0.18,5882,5396.57390942149,2339.78045411352,-18.4788175919436,,,4-k,2014ApJ...783..130R
maser,G023.65-00.12,23.65,-0.12,3194,2925.73913783973,1281.26568204855,-6.68949306647468,,,...,2014ApJ...783..130R
maser,G023.70-00.19,23.7,-0.19,6211,5687.14909718419,2496.48391421886,-20.5964182210777,,,4-k,2014ApJ...783..130R
maser,G025.70+00.04,25.7,0.04,10204,9194.5876849049,4425.05622077172,7.12373529626966,,,Sct,2014ApJ...783..130R
maser,G027.36-00.16,27.36,-0.16,8000,7105.06388704261,3676.62454938761,-22.3401853899399,,,Sct,2014ApJ...783..130R
maser,G028.86+00.06,28.86,0.06,7407,6487.05969703617,3575.14269958381,7.7565908440374,,,Sct,2014ApJ...783..130R
maser,G029.86-00.04,29.86,-0.04,6211,5386.45457338794,3092.34689630752,-4.33609564142795,,,Sct,2014ApJ...783..130R
maser,G029.95-00.01,29.95,-0.01,5263,4560.18631181733,2627.52144762872,-0.918566780661092,,,Sct,2014ApJ...783..130R
maser,G031.28+00.06,31.28,0.06,4273,3651.87524942253,2218.62933811507,4.47467431842471,,,Sct,2014ApJ...783..130R
maser,G031.58+00.07,31.58,0.07,4901,4175.20675416779,2566.59574288696,5.98769957525132,,,Sct,2014ApJ...783..130R
maser,G032.04+00.05,32.04,0.05,5181,4391.81771457606,2748.57739931216,4.52127485343331,,,Sct,2014ApJ...783..130R
maser,G033.64-00.22,33.64,-0.22,6535,5440.57414193343,3620.18623425818,-25.0925369972505,,,...,2014ApJ...783..130R
maser,G037.43+01.51,37.43,1.51,1879,1491.5891578003,1141.64404103773,49.5143201067542,,,Sgr,2014ApJ...783..130R
maser,G043.16+00.01,43.16,0.01,11111,8104.87831332414,7600.34635826384,1.93923532204549,,,Per,2014ApJ...783..130R
maser,G045.45+00.05,45.45,0.05,8403,5894.966326115,5988.29919435247,7.33299992152096,,,Sgr,2014ApJ...783..130R
maser,G048.60+00.02,48.6,0.02,10752,7110.42474276804,8065.19372930698,3.75315594727016,,,Per,2014ApJ...783..130R
maser,G059.78+00.06,59.78,0.06,2159,1086.67074892276,1865.5890683028,2.26089909980785,,,Loc,2014ApJ...783..130R
maser,G069.54-00.97,69.54,-0.97,2463,860.826586223092,2307.29452932582,-41.695843853268,,,Loc,2014ApJ...783..130R
maser,G074.03-01.71,74.03,-1.71,1589,436.993236002988,1526.99363192788,-47.4168718847639,,,Loc,2014ApJ...783..130R
maser,G075.29+01.32,75.29,1.32,9259,2350.48396239771,8953.14537818633,213.293177509046,,,Out,2014ApJ...783..130R
maser,G075.76+00.33,75.76,0.33,3508,862.898003439359,3400.15629245466,20.2045178454919,,,Loc,2014ApJ...783..130R
maser,G075.78+00.34,75.78,0.34,3831,941.052380192284,3713.55148162815,22.7334782164525,,,Loc,2014ApJ...783..130R
maser,G076.38-00.61,76.38,-0.61,1298,305.637505018132,1261.42726835068,-13.8189068900853,,,Loc,2014ApJ...783..130R
maser,G078.12+03.63,78.12,3.63,1639,336.731877387277,1600.67623284227,103.770132336406,,,Loc,2014ApJ...783..130R
maser,G078.88+00.70,78.88,0.7,3333,642.769373319908,3270.18018987927,40.7192637838788,,,Loc,2014ApJ...783..130R
maser,G079.73+00.99,79.73,0.99,1356,241.721124097943,1334.07570549352,23.4288321686184,,,Loc,2014ApJ...783..130R
maser,G079.87+01.17,79.87,1.17,1612,283.462973948496,1586.54004806049,32.9153201488183,,,Loc,2014ApJ...783..130R
maser,G080.79-01.92,80.79,-1.92,1612,257.861349135207,1590.32531370415,-54.0085290853272,,,Loc,2014ApJ...783..130R
maser,G080.86+00.38,80.86,0.38,1455,231.117845340559,1436.49449072024,9.64985468961393,,,Loc,2014ApJ...783..130R
maser,G081.75+00.59,81.75,0.59,1501,215.37100642166,1485.38797485383,15.4561881638858,,,Loc,2014ApJ...783..130R
maser,G081.87+00.78,81.87,0.78,1295,183.121395983067,1281.86612864498,17.6290262336205,,,Loc,2014ApJ...783..130R
maser,G090.21+02.32,90.21,2.32,674,-2.4683086232222,673.443016038905,27.2839073624612,,,Loc,2014ApJ...783..130R
maser,G092.67+03.07,92.67,3.07,1631,-75.8685297663161,1626.89120104268,87.3497919918449,,,Loc,2014ApJ...783..130R
maser,G094.60-01.79,94.6,-1.79,3571,-286.250608117197,3557.76043761481,-111.544869426602,,,Per,2014ApJ...783..130R
maser,G095.29-00.93,95.29,-0.93,4878,-449.676743735512,4856.58380867981,-79.1740829599881,,,Per,2014ApJ...783..130R
maser,G097.53+03.18,97.53,3.18,7518,-983.68149765576,7441.69116925944,417.045863827792,,,Out,2014ApJ...783..130R
maser,G100.37-03.57,100.37,-3.57,3436,-617.293961751719,3373.31712472082,-213.952660301569,,,Per,2014ApJ...783..130R
maser,G105.41+09.87,105.41,9.87,885,-231.685433144298,840.555615704406,151.700748107999,,,Loc,2014ApJ...783..130R
maser,G107.29+05.63,107.29,5.63,776,-229.521050917033,737.360501547847,76.1286932966,,,Loc,2014ApJ...783..130R
maser,G108.18+05.51,108.18,5.51,775,-240.685295339347,732.910623399408,74.4150973640649,,,Loc,2014ApJ...783..130R
maser,G108.20+00.58,108.2,0.58,4366,-1363.58438574529,4147.36547077014,44.1958687572915,,,Per,2014ApJ...783..130R
maser,G108.47-02.81,108.47,-2.81,3236,-1023.95822701215,3065.6220046946,-158.641966914067,,,Per,2014ApJ...783..130R
maser,G108.59+00.49,108.59,0.49,2512,-800.780960862807,2380.84698135033,21.482646826109,,,Per,2014ApJ...783..130R
maser,G109.87+02.11,109.87,2.11,699,-237.42004769526,656.940169285664,25.735868574894,,,Loc,2014ApJ...783..130R
maser,G111.23-01.23,111.23,-1.23,3472,-1256.96554366773,3235.6246629606,-74.5296080304539,,,Per,2014ApJ...783..130R
maser,G111.25-00.76,111.25,-0.76,3401,-1232.54332908916,3169.4799127125,-45.1112494816951,,,Per,2014ApJ...783..130R
maser,G111.54+00.77,111.54,0.77,2645,-971.02588467857,2460.05493263638,35.5451782329045,,,Per,2014ApJ...783..130R
maser,G121.29+00.65,121.29,0.65,928,-481.944319741758,792.970896251643,10.5276002261055,,,Loc,2014ApJ...783..130R
maser,G122.01-07.08,122.01,-7.08,2173,-1143.05344946571,1828.55766685768,-267.833288895452,,,Per,2014ApJ...783..130R
maser,G123.06-06.30,123.06,-6.3,2816,-1526.89880945617,2345.83625190711,-309.011820032383,,,Per,2014ApJ...783..130R
maser,G123.06-06.30,123.06,-6.3,2375,-1287.77864789006,1978.4662991049,-260.618988841232,,,Per,2014ApJ...783..130R
maser,G133.94+01.06,133.94,1.06,1953,-1354.96396324909,1406.04990133294,36.1293960364814,,,Per,2014ApJ...783..130R
maser,G134.62-02.19,134.62,-2.19,2421,-1699.27210906639,1721.96293182623,-92.5146516260163,,,Per,2014ApJ...783..130R
maser,G135.27+02.79,135.27,2.79,5988,-4249.01874615658,4209.16022175275,291.468561639751,,,Out,2014ApJ...783..130R
maser,G160.14+03.15,160.14,3.15,4098,-3848.45018028988,1390.08148988278,225.185837281203,,,...,2014ApJ...783..130R
maser,G168.06+00.82,168.06,0.82,7692,-7524.81125724166,1591.21385488277,110.081837367997,,,Out,2014ApJ...783..130R
maser,G176.51+00.20,176.51,0.2,963,-961.20820094118,58.6216238195054,3.36149731286045,,,Loc,2014ApJ...783..130R
maser,G182.67-03.26,182.67,-3.26,6711,-6692.86634289205,-312.115480760021,-381.634698177151,,,Out,2014ApJ...783..130R
maser,G183.72-03.66,183.72,-3.66,1754,-1746.73450384795,-113.56854237021,-111.96767056149,,,Per,2014ApJ...783..130R
maser,G188.79+01.03,188.79,1.03,2016,-1992.00029665852,-308.021946601688,36.2394608687861,,,Per,2014ApJ...783..130R
maser,G188.94+00.88,188.94,0.88,2100,-2074.24371859861,-326.301666381943,32.2524165074011,,,Per,2014ApJ...783..130R
maser,G192.16-03.81,192.16,-3.81,1515,-1477.73503391278,-318.41790705998,-100.668793627085,,,Per,2014ApJ...783..130R
maser,G192.60-00.04,192.6,-0.04,1592,-1553.65910638911,-347.283955672284,-1.11142557738743,,,Per,2014ApJ...783..130R
maser,G196.45-01.67,196.45,-1.67,5291,-5072.26933058346,-1497.66109659759,-154.194934289274,,,Out,2014ApJ...783..130R
maser,G209.00-19.38,209,-19.38,414,-341.575868107233,-189.338595449677,-137.378392041593,,,Loc,2014ApJ...783..130R
maser,G211.59+01.05,211.59,1.05,4385,-3734.59636732218,-2296.64060649818,80.3548241719108,,,...,2014ApJ...783..130R
maser,G229.57+00.15,229.57,0.15,4524,-2933.88787823496,-3443.6517888088,11.843790774679,,,Per,2014ApJ...783..130R
maser,G232.62+00.99,232.62,0.99,1677,-1017.95220747676,-1332.38986429096,28.9750380138444,,,Loc,2014ApJ...783..130R
maser,G236.81+01.98,236.81,1.98,3355,-1835.48807696765,-2805.98853797853,115.917401811354,,,Per,2014ApJ...783..130R
maser,G239.35-05.06,239.35,-5.06,1169,-593.624793472051,-1001.76846724159,-103.104522770318,,,Loc,2014ApJ...783..130R
maser,G240.31+00.07,240.31,0.07,4716,-2335.8663332222,-4096.87091282707,5.76167949334528,,,Per,2014ApJ...783..130R
maser,G170.66-00.25,170.66,-0.25,1862,-1837.29733402247,302.186199532635,-8.12448188819812,,,Per,2017AstBu..72..122R
maser,G108.43+00.89,108.43,0.89,2500,-790.269209323915,2371.49038612172,38.8320141999124,,,Per,2017AstBu..72..122R
maser,G110.19+02.47,110.19,2.47,3184,-1097.88694694103,2985.57721703816,137.218558654338,,,Per,2017AstBu..72..122R
maser,G115.06-00.05,115.06,-0.05,2808,-1189.37600080516,2543.66718028183,-2.4504419587803,,,Per,2017AstBu..72..122R
maser,G119.80-06.03,119.8,-6.03,2427,-1199.48217720855,2094.41394708327,-254.954358311683,,,Per,2017AstBu..72..122R
maser,G031.56+05.33,31.56,5.33,436,369.906000089421,227.211860431693,40.5008836572015,,,Loc,2017AstBu..72..122R
maser,G071.31+00.83,71.31,0.83,4694,1504.02352154393,4446.00110108301,67.9959984946188,,,Loc,2017AstBu..72..122R
maser,G071.33+03.07,71.33,3.07,1855,592.964796647846,1754.86411344647,99.3463299478064,,,Loc,2017AstBu..72..122R
maser,G073.12-02.09,73.12,-2.09,2392,694.098658621859,2287.41801728899,-87.2345475201281,,,Loc,2017AstBu..72..122R
maser,G074.56+00.85,74.56,0.85,2724,725.128315555775,2625.40129661921,40.409871187553,,,Loc,2017AstBu..72..122R
maser,G109.87+02.11,109.87,2.11,827,-280.896107931301,777.238226036114,30.4485884283796,,,Loc,2017AstBu..72..122R
maser,G158.06-21.42,158.06,-21.42,232,-200.333506544226,80.696059589276,-84.7268087588484,,,Loc,2017AstBu..72..122R
maser,G158.35-20.56,158.35,-20.56,235,-204.509501427095,81.1775557897507,-82.5291964218892,,,Loc,2017AstBu..72..122R
maser,G168.22-16.34,168.22,-16.34,129,-121.18240798802,25.2721804378526,-36.2924357151953,,,Loc,2017AstBu..72..122R
maser,G168.84-15.52,168.84,-15.52,132,-124.781860173179,24.6169565697699,-35.3198643961618,,,Loc,2017AstBu..72..122R
maser,G169.37-15.03,169.37,-15.03,128,-121.49966752587,22.8038963454909,-33.1935701991706,,,Loc,2017AstBu..72..122R
maser,G175.73-16.24,175.73,-16.24,161,-154.146824187962,11.5091937238505,-45.0254933631212,,,Loc,2017AstBu..72..122R
maser,G176.23-20.89,176.23,-20.89,146,-136.107769962773,8.96869033035383,-52.0599418893182,,,Loc,2017AstBu..72..122R
maser,G203.32+02.05,203.32,2.05,737,-676.360029393436,-291.566573788594,26.3636812317826,,,Loc,2017AstBu..72..122R
maser,G208.99-19.38,208.99,-19.38,418,-344.909477889895,-191.107758710757,-138.705719500932,,,Loc,2017AstBu..72..122R
maser,G353.02+16.98,353.02,16.98,121,114.867535096916,-14.0632607734884,35.3365827037042,,,Loc,2017AstBu..72..122R
maser,G353.10+16.89,353.1,16.89,116,110.192351609126,-13.3347397465204,33.7020824689398,,,Loc,2017AstBu..72..122R
maser,G353.94+15.84,353.94,15.84,178,170.284012093656,-18.0778816756572,48.5854445220839,,,Loc,2017AstBu..72..122R
maser,G045.37-00.22,45.37,-0.22,8620,6055.72751909311,6134.44934074895,-33.0983426038713,,,Sgr,2017AstBu..72..122R
maser,G048.99-00.30,48.99,-0.3,5617,3685.77286597822,4238.50237799515,-29.4104088410838,,,Sgr,2017AstBu..72..122R
maser,G353.27+00.64,353.27,0.64,1694,1682.22241352631,-198.50873562773,18.9217681304412,,,Sgr,2017AstBu..72..122R
maser,G339.88-01.26,339.88,-1.26,2083,1955.4104076368,-716.352666751507,-45.8038704006881,,,Sct,2017AstBu..72..122R
maser,G095.30-00.94,95.3,-0.94,3816,-352.43872518089,3799.17409816543,-62.6028499491975,,,Per,2017AstBu..72..122R
maser,G173.72-02.70,173.72,-2.7,1587,-1575.72553303267,173.405003858358,-74.7579372762029,,,Per,2017AstBu..72..122R
maser,G213.88-11.84,213.88,-11.84,892,-724.789035210831,-486.67086556557,-183.02000723367,,,Loc,2017AstBu..72..122R
maser,G213.70-12.60,213.7,-12.6,857,-695.813702819156,-464.050054301691,-186.948757876837,,,Loc,2017AstBu..72..122R
maser,G054.10-00.08,54.1,-0.08,4329,2538.4034579331,3506.6668432733,-6.0444223015209,,,Loc,2017AstBu..72..122R
maser,G058.77+00.64,58.77,0.64,3344,1733.67158948952,2859.25228744839,37.3520617639878,,,Loc,2017AstBu..72..122R
maser,G059.47-00.18,59.47,-0.18,1869,949.427580610227,1609.88005552366,-5.8716270111089,,,Loc,2017AstBu..72..122R
maser,G059.83+00.67,59.83,0.67,3952,1986.01035134005,3416.42083059503,46.2124728456924,,,Loc,2017AstBu..72..122R
maser,G071.52-00.38,71.52,-0.38,3610,1144.24956456113,3423.77272940412,-23.9422511542998,,,Loc,2017AstBu..72..122R
maser,G192.60-00.04,192.6,-0.04,1776,-1733.22774682604,-387.422302307774,-1.23988179989954,,,Per,2017AstBu..72..122R
maser,G108.18+05.51,108.18,5.51,908,-281.989997636292,858.687543286016,87.1856882665431,,,Loc,2017AstBu..72..122R
maser,G305.200+0.019,305.2,0.019,4000,2305.72913790223,-3268.57941362275,1.32645020720476,,,Sgr,2017AstBu..72..122R
maser,G305.202+0.208,305.202,0.208,4000,2305.82816392467,-3268.47756851555,14.5211074810085,,,Sgr,2017AstBu..72..122R
open cluster,Hyades (Melotte 25),180.06378,-22.34295,47.5,-43.9339107996447,-0.048905975484131,-18.0571063588391,4.57372978938308,8.9,,
open cluster,Coma Star Cluster (Melotte 111),221.3528,84.02485,85.9,-6.71231898166673,-5.90788489300593,85.4333170957288,2.99969409934113,8.81,,
open cluster,ASCC_10,155.723,-17.77,672,-583.347643997682,263.109701237066,-205.092202087976,6.54477273439793,8.717,,2020A&A...633A..99C
open cluster,ASCC_101,68.028,11.608,397.3,145.610824385778,360.907133315537,79.9425978040199,2.57955608641703,8.62,,2020A&A...633A..99C
open cluster,ASCC_105,62.825,2.063,551.8,251.849126830966,490.571791812792,19.8638966989544,6.24097707138317,7.91,,2020A&A...633A..99C
open cluster,ASCC_107,58.904,-1.901,878.5,453.472300945897,751.848294176274,-29.1421484976784,2.66790104296977,8.045,,2020A&A...633A..99C
open cluster,ASCC_108,74.378,6.074,1154,309.015643066864,1105.13119730767,122.108022165982,10.8160871729174,8.425,,2020A&A...633A..99C
open cluster,ASCC_11,150.546,-9.224,854.5,-734.435282590136,414.745457176485,-136.971790665874,4.65316359199862,8.345,,2020A&A...633A..99C
open cluster,ASCC_110,70.411,1.378,1902.2,637.567488899149,1791.58587806034,45.7447115368039,6.73955776591474,8.55,,2020A&A...633A..99C
open cluster,ASCC_111,74.714,2.056,836.9,220.496065340652,806.772336900029,30.0248494110637,7.84400637349619,6.65,,2020A&A...633A..99C
open cluster,ASCC_113,82.877,-6.589,558.2,68.7595071868934,550.233387461323,-64.0514597355376,5.15389079865355,7.93,,2020A&A...633A..99C
open cluster,ASCC_114,97.082,1.028,913.2,-112.570051230844,906.087080022883,16.3837413764356,3.44269920300331,7.75,,2020A&A...633A..99C
open cluster,ASCC_115,97.528,-2.504,746,-97.6406542852788,738.864032175502,-32.592093950865,3.25505971224337,8.35,,2020A&A...633A..99C
open cluster,ASCC_12,162.986,-1.893,1030.7,-985.05177292728,301.423760958965,-34.0471875810032,5.45075071901327,8.63,,2020A&A...633A..99C
open cluster,ASCC_123,104.434,-4.141,233.1,-57.9518938562771,225.152964525092,-16.8324259699355,5.26535630788868,8.191,,2020A&A...633A..99C
open cluster,ASCC_127,112.349,4.232,375.6,-142.431461940326,346.439576687982,27.717473798913,4.11043541398851,7.82,,2020A&A...633A..99C
open cluster,ASCC_128,109.77,-6.078,650.3,-218.724401022525,608.5299357725,-68.8552370270738,5.82264204569788,8.454,,2020A&A...633A..99C
open cluster,ASCC_13,163.502,3.122,1078.2,-1032.27577881959,305.734821749195,58.7211651144797,11.4606788571992,7.71,,2020A&A...633A..99C
open cluster,ASCC_16,201.139,-18.373,348.8,-308.744906034984,-119.376254605301,-109.94240689497,2.28901122934203,7,,2020A&A...633A..99C
open cluster,ASCC_19,204.914,-19.438,357.6,-305.836476720877,-142.055408005656,-119.004498080144,3.77612527410512,7.5,,2020A&A...633A..99C
open cluster,ASCC_21,199.938,-16.598,345.5,-311.258246435349,-112.907453869626,-98.6937732922895,2.47238835258445,7.11,,2020A&A...633A..99C
open cluster,ASCC_23,167.472,14.416,616.3,-582.682979658226,129.476486789514,153.434267962722,3.43134752867476,8.485,,2020A&A...633A..99C
open cluster,ASCC_29,214.743,-0.128,1027.2,-844.065154450539,-585.396095822797,-2.29478491696716,2.45614370536982,8.06,,2020A&A...633A..99C
open cluster,ASCC_30,219.119,-1.587,1080.4,-837.893018687484,-681.39867418031,-29.9214982928967,5.09130274132137,8.245,,2020A&A...633A..99C
open cluster,ASCC_32,237.976,-9.433,794.6,-415.658469031348,-664.57299540929,-130.230299451551,9.0980589228213,8.215,,2020A&A...633A..99C
open cluster,ASCC_41,219.206,12.333,295.8,-223.91947942141,-182.663320733656,63.1808356560597,3.50562649961107,8.7,,2020A&A...633A..99C
open cluster,ASCC_58,281.671,1.263,478.6,96.7932575282855,-468.591229469249,10.5491687615746,4.94523829520494,7.2,,2020A&A...633A..99C
open cluster,ASCC_6,130.369,-4.34,1537.6,-993.059731517388,1168.12114872993,-116.357687878717,5.04522043108584,7.8,,2020A&A...633A..99C
open cluster,ASCC_66,289.28,4.816,972.9,320.1027704896,-915.093905814979,81.6809026956083,1.64709147798879,7.76,,2020A&A...633A..99C
open cluster,ASCC_67,294.515,0.704,1958.7,812.66489317318,-1781.99390592484,24.0661723286275,6.25601609601124,7.67,,2020A&A...633A..99C
open cluster,ASCC_71,299.936,-4.82,1227.6,610.445638765812,-1060.05564720394,-103.149924589551,5.4635798576428,8,,2020A&A...633A..99C
open cluster,ASCC_73,301.542,-4.37,646.3,337.111766925903,-549.212316480111,-49.2460965625234,11.1458069590386,8.19,,2020A&A...633A..99C
open cluster,ASCC_77,311.999,-0.864,1148.2,768.193519355994,-853.195282118844,-17.3137918896178,3.58714848487277,6.75,,2020A&A...633A..99C
open cluster,ASCC_79,319.977,-2.905,829.7,634.556441114886,-532.890299738368,-42.0492744808172,14.1927609470743,6.95,,2020A&A...633A..99C
open cluster,ASCC_85,339.815,-0.259,870.7,817.216207611689,-300.434133709662,-3.93590128102595,5.42524991024625,7.5,,2020A&A...633A..99C
open cluster,ASCC_87,355.125,8.093,769.8,759.376418118473,-64.7677606765829,108.372656987357,4.66219097104401,8.55,,2020A&A...633A..99C
open cluster,ASCC_88,350.01,2.973,888.3,873.654188061377,-153.891587748874,46.0719969498468,5.76747966666057,7,,2020A&A...633A..99C
open cluster,ASCC_9,137.844,-1.753,2297.4,-1702.31200715534,1541.18181731861,-70.2794156296285,8.62093722426522,7,,2020A&A...633A..99C
open cluster,ASCC_90,354.224,-1.954,574.1,570.853136189423,-57.7435717293305,-19.5751584065022,3.88779430087773,8.81,,2020A&A...633A..99C
open cluster,ASCC_97,14.25,-5.553,565.4,545.431439374715,138.521938971437,-54.71176624109,1.38153557219643,7.88,,2020A&A...633A..99C
open cluster,ASCC_99,16.07,-7.727,294.4,280.3273809595,80.7533576477427,-39.5830104085479,3.30403302001148,8.75,,2020A&A...633A..99C
open cluster,Alessi_1,123.255,-13.335,704.8,-376.068062341509,573.489968796396,-162.558014802751,3.06298834459978,8.84,,2020A&A...633A..99C
open cluster,Alessi_10,31.597,-21.058,442,351.333338409815,216.11635459526,-158.816266793645,2.05203325101579,8.195,,2020A&A...633A..99C
open cluster,Alessi_12,67.488,-11.405,542,203.421598997377,490.812408339359,-107.176643357912,6.45180957105951,7.46,,2020A&A...633A..99C
open cluster,Alessi_13,237.532,-55.941,104,-31.2674761537251,-49.1406499280362,-86.1599759727591,2.4708735834422,8.72,,2020A&A...633A..99C
open cluster,Alessi_15,210.49,-1.099,8228,-7088.9092122608,-4174.02027362984,-157.81297681453,1.14884553429853,9.19,,2020A&A...633A..99C
open cluster,Alessi_17,231.359,2.585,3418.8,-2132.65858414958,-2667.61791966788,154.192860145706,1.31272502679181,8.22,,2020A&A...633A..99C
open cluster,Alessi_18,241.421,-2.555,6456.7,-3085.62126092177,-5664.36851235378,-287.829255640395,2.14112288094105,9.01,,2020A&A...633A..99C
open cluster,Alessi_19,40.403,12.71,575,427.135638529784,363.559487734979,126.509466743139,5.97142236200136,7.9,,2020A&A...633A..99C
