type,name,glon,glat,distance (parsecs),x (parsecs),y (parsecs),z (parsecs),radius (parsecs),log10 age (years),Arm (masers),Source
open cluster,Ruprecht_65,263.077,-1.533,2268.8,-273.372716410607,-2251.45213767583,-60.6965376048034,3.56382563736184,8.82,,2020A&A...633A..99C
open cluster,Ruprecht_8,226.153,-3.901,2115.6,-1462.15462952223,-1522.21922141305,-143.929987589018,5.42786720092362,8.845,,2020A&A...633A..99C
open cluster,UBC_1,87.496,19.816,324.9,13.35408257851,305.369563009123,110.141311350935,3.77110153776443,unknown,,2020A&A...633A..99C
open cluster,UBC_10a,102.416,7.285,905.7,-193.160850737394,877.377621822876,114.84722228613,8.09362831842435,unknown,,2020A&A...633A..99C
open cluster,UBC_10b,102.507,5.653,958,-206.45446077845,930.717762214975,94.3663219704385,7.92558131730974,unknown,,2020A&A...633A..99C
open cluster,UBC_11,327.001,-7.548,459.5,382.034295718711,-248.086492858371,-60.358420754209,8.29336105857036,unknown,,2020A&A...633A..99C
open cluster,UBC_12,231.616,16.244,444.8,-265.16347209317,-334.745028094141,124.423226263216,3.59445118965769,unknown,,2020A&A...633A..99C
open cluster,UBC_13,218.116,17.666,610.6,-457.74258872992,-359.122496251591,185.297369514132,11.724118942256,unknown,,2020A&A...633A..99C
open cluster,UBC_14,41.734,-8.829,749,552.313293129388,492.681429327473,-114.961016994499,13.9630644034371,unknown,,2020A&A...633A..99C
open cluster,UBC_17a,205.335,-18.019,359.4,-308.901602116965,-146.248045464668,-111.174050062668,8.50738769757724,unknown,,2020A&A...633A..99C
open cluster,UBC_17b,205.142,-18.179,415.8,-357.618350841232,-167.840457773571,-129.724075930244,3.87539241258913,unknown,,2020A&A...633A..99C
open cluster,UBC_19,162.215,-19.48,414.3,-371.918343545911,119.30252075419,-138.159850447813,1.83666040091,unknown,,2020A&A...633A..99C
open cluster,UBC_2,117.731,-16.046,560.8,-250.785361495312,477.048412139492,-155.010176875117,5.35409279147018,unknown,,2020A&A...633A..99C
open cluster,UBC_21,244.679,12.944,871.5,-363.259837933417,-767.753688002216,195.214791200829,16.4749817394369,unknown,,2020A&A...633A..99C
open cluster,UBC_26,53.753,7.748,591.8,346.717574689121,472.91503152949,79.784311460054,7.40617816172137,unknown,,2020A&A...633A..99C
open cluster,UBC_27,52.016,-2.753,1098.2,675.097693653893,864.583192248808,-52.7470160677843,2.99009150057139,unknown,,2020A&A...633A..99C
open cluster,UBC_3,44.351,4.766,1714.8,1221.9635753354,1194.58965462918,142.476726543182,3.86083539940794,unknown,,2020A&A...633A..99C
open cluster,UBC_31,163.527,-14.719,363.4,-337.047692586057,99.6653329769716,-92.3321954954178,10.2268512580466,unknown,,2020A&A...633A..99C
open cluster,UBC_32,18.779,-3.305,278.4,263.141630877831,89.4731079108474,-16.0500797421412,4.49010215434986,unknown,,2020A&A...633A..99C
open cluster,UBC_33,120.225,-2.258,1523.3,-766.229259962356,1315.19335849062,-60.0170055876604,3.00428975122888,unknown,,2020A&A...633A..99C
open cluster,UBC_36,124.768,-3.188,2001,-1139.31408265047,1641.21329965855,-111.280394042299,2.27006346547024,unknown,,2020A&A...633A..99C
open cluster,UBC_39,126.298,-1.671,1973,-1167.48980706517,1589.46106244478,-57.53330662174,3.13361913379854,unknown,,2020A&A...633A..99C
open cluster,UBC_4,161.457,-12.744,595.8,-550.953882491262,184.806483613548,-131.430677477519,10.6077657591169,unknown,,2020A&A...633A..99C
open cluster,UBC_40,127.773,-2.258,2319.7,-1419.79332755897,1832.16866518023,-91.3946352403965,1.74091564116577,unknown,,2020A&A...633A..99C
open cluster,UBC_41,128.146,-2.653,2423.4,-1495.2509835841,1903.81445923445,-112.172014783722,2.07251965081964,unknown,,2020A&A...633A..99C
open cluster,UBC_44,133.527,-7.004,2571.3,-1757.63017775036,1850.40860512162,-313.540814493269,2.96192627980441,unknown,,2020A&A...633A..99C
open cluster,UBC_46,134.018,-3.751,2324.1,-1611.52101480471,1667.73003950581,-152.043888968849,5.84111268752553,unknown,,2020A&A...633A..99C
open cluster,UBC_47,135.378,3.77,1479,-1050.40971301335,1036.64052369323,97.246385250198,1.31648474917479,unknown,,2020A&A...633A..99C
open cluster,UBC_49,145.141,4.758,2682,-2193.16091011675,1527.63825370085,222.464802082711,3.13625337561196,unknown,,2020A&A...633A..99C
open cluster,UBC_5,331.799,4.625,551.2,484.188147876932,-259.630287403174,44.4453745450665,3.67499180023674,unknown,,2020A&A...633A..99C
open cluster,UBC_51,149.233,-0.482,1101.1,-946.091838678389,563.245631884563,-9.26288017329088,2.84424374419223,unknown,,2020A&A...633A..99C
open cluster,UBC_52,151.663,1.449,2324.1,-2044.95133669028,1102.79687625859,58.769807579498,3.08280479110023,unknown,,2020A&A...633A..99C
open cluster,UBC_53,152.68,-4.333,1589.1,-1407.81178040113,727.248287798028,-120.061354559353,1.58089706871522,unknown,,2020A&A...633A..99C
open cluster,UBC_54,155.799,-2.748,1100.8,-1002.89934688319,450.74187720857,-52.7759429262587,3.41985102649564,unknown,,2020A&A...633A..99C
open cluster,UBC_55,156.823,-2.19,902.6,-829.148174549838,354.979445433129,-34.4914186524751,2.25273255899259,unknown,,2020A&A...633A..99C
open cluster,UBC_56,157.428,0.529,871.5,-804.706978065562,334.505884990504,8.04626368638631,2.02300604291511,unknown,,2020A&A...633A..99C
open cluster,UBC_57,157.487,-6.306,1965.6,-1804.8202783355,748.060841983195,-215.898354788453,1.85253490448246,unknown,,2020A&A...633A..99C
open cluster,UBC_59,162.06,7.443,2384.9,-2249.82757389917,728.409431978345,308.939471625043,4.4538114120502,unknown,,2020A&A...633A..99C
open cluster,UBC_6,105.165,-7.66,1419.1,-367.923316161927,1357.45957881719,-189.157963886961,5.22606474967122,unknown,,2020A&A...633A..99C
open cluster,UBC_61,168.585,-3.741,1294.7,-1266.38585316362,255.693215856135,-84.4744948029277,3.2765397796658,unknown,,2020A&A...633A..99C
open cluster,UBC_63,169.495,0.152,1475,-1450.27242269903,268.92301538739,3.91302359306854,2.18820815500202,unknown,,2020A&A...633A..99C
open cluster,UBC_68,175.202,7.397,2127.2,-2102.1050956107,176.444802270081,273.863540398103,2.93300672268897,unknown,,2020A&A...633A..99C
open cluster,UBC_7,248.742,-13.345,278.8,-98.3545239030378,-252.813733351175,-64.3509429367411,2.8856279624174,unknown,,2020A&A...633A..99C
open cluster,UBC_72,184.02,2.342,1820.3,-1814.30466632895,-127.504965314316,74.3851568337329,2.95463383358231,unknown,,2020A&A...633A..99C
open cluster,UBC_73,185.661,5.918,2097.2,-2075.84926967999,-205.770336351271,216.231862238042,2.81843616737835,unknown,,2020A&A...633A..99C
open cluster,UBC_74,189.69,3.897,2596.8,-2553.8325361835,-436.075852272372,176.486453291698,3.26323683883599,unknown,,2020A&A...633A..99C
open cluster,UBC_76,191.202,-3.887,1661.6,-1626.19443571985,-322.054159987321,-112.638072021179,3.65405513771144,unknown,,2020A&A...633A..99C
open cluster,UBC_77,191.583,-3.891,1621,-1584.32772874807,-324.725920242784,-109.998748367662,1.86725877943568,unknown,,2020A&A...633A..99C
open cluster,UBC_8,154.908,13.352,480.5,-423.391906815882,198.259177748087,110.963244732045,3.57263263863233,unknown,,2020A&A...633A..99C
open cluster,UBC_80,199.965,-5.867,2056.4,-1922.688831747,-698.471704636922,-210.204410269966,3.51731660234927,unknown,,2020A&A...633A..99C
open cluster,UBC_82,202.299,-2.33,2208.7,-2041.83583797927,-837.376275730725,-89.7946189190851,3.58506825700888,unknown,,2020A&A...633A..99C
open cluster,UBC_83,203.99,-1.335,1953.3,-1784.08258200454,-793.951665658564,-45.5080562757075,3.98871294885705,unknown,,2020A&A...633A..99C
open cluster,UBC_84,124.149,-1.127,2504.2,-1405.45311616486,2072.02635431937,-49.2540888504892,4.15212464217125,unknown,,2020A&A...633A..99C
open cluster,UBC_85,126.021,-4.917,2563.8,-1502.17538522297,2065.97424280055,-219.749812548128,4.2509452749775,unknown,,2020A&A...633A..99C
open cluster,UBC_86,133.596,-3.573,2688.9,-1850.57789845719,1943.56991384417,-167.572795350279,5.63162722518789,unknown,,2020A&A...633A..99C
open cluster,UBC_87,147.098,2.774,2392.9,-2006.72676491122,1298.30913115165,115.808034942332,3.29935680082853,unknown,,2020A&A...633A..99C
open cluster,UBC_88,152.733,-6.154,970.1,-857.33454555528,441.878207267145,-103.995850589799,2.94607945564596,unknown,,2020A&A...633A..99C
open cluster,UBC_9,54.469,16.897,345.1,191.894475609477,268.718477640057,100.304037831855,2.63215939560046,unknown,,2020A&A...633A..99C
open cluster,UBC_90,197.107,1.875,2737.5,-2614.98417176895,-804.82390442624,89.5684892246122,1.81557902059188,unknown,,2020A&A...633A..99C
open cluster,UFMG_1,325.19,-1.68,2572.7,2111.40630749453,-1468.0121968311,-75.4246950768218,4.5351153497488,8.9,,2020A&A...633A..99C
open cluster,UFMG_2,326.137,-1.37,2591.8,2151.54369172987,-1443.76144724615,-61.9666525084811,3.16648262418081,9.15,,2020A&A...633A..99C
open cluster,UFMG_3,326.71,-1.136,2042.4,1706.91308166916,-1120.80591472675,-40.491889807789,3.88548459345518,8,,2020A&A...633A..99C
open cluster,UPK_99,69.757,-11.544,780.3,264.524241885953,717.294192809311,-156.153951012134,5.91067404760309,8.1,,2020A&A...633A..99C
open cluster,UPK_108,75.017,-10.856,836.4,212.366683702438,793.504929182678,-157.528660935152,8.46709085982453,7.65,,2020A&A...633A..99C
open cluster,UPK_113,79.449,-9.237,688,124.346530129224,667.596922892464,-110.436809938244,3.27817202223259,7.85,,2020A&A...633A..99C
open cluster,UPK_12,15.368,-14.925,643.9,599.930417160775,164.887937781692,-165.839297331483,2.53984073428065,7.9,,2020A&A...633A..99C
open cluster,UPK_119,81.969,1.813,767.7,107.200806542279,759.790341733461,24.288138776683,2.96116996479608,8.75,,2020A&A...633A..99C
open cluster,UPK_126,83.759,0.301,836.2,90.9026559303258,831.232728849845,4.39290719831362,1.29890648996037,6.75,,2020A&A...633A..99C
open cluster,UPK_13,16.183,-7.5,920.9,876.844391089025,254.464744680629,-120.201570415445,1.81622164505132,7.9,,2020A&A...633A..99C
open cluster,UPK_131,86.663,-0.726,958.7,55.8002161151216,956.997630800453,-12.1474492724108,3.24611188365463,8.75,,2020A&A...633A..99C
open cluster,UPK_136,88.955,-5.792,645.7,11.7159505823835,642.296733572688,-65.1623552659586,7.47207232722947,7.85,,2020A&A...633A..99C
open cluster,UPK_137,89.812,9.487,837.3,2.70978416118333,825.843822514321,138.006984912847,5.15868083627097,7.5,,2020A&A...633A..99C
open cluster,UPK_143,91.67,0.564,873.1,-25.4434085496627,872.686873953078,8.59435811333749,8.03090000703776,8.85,,2020A&A...633A..99C
open cluster,UPK_150,95.092,3.627,980.1,-86.814757011443,974.276638584579,62.0019312068411,12.3511655462485,7.2,,2020A&A...633A..99C
open cluster,UPK_152,96.286,4.906,738,-80.5086403555222,730.875430410003,63.1146896617423,6.27296911739289,9,,2020A&A...633A..99C
open cluster,UPK_155,97.177,10.928,894.8,-109.764593190435,871.690178448275,169.631974811805,10.323431261847,7.55,,2020A&A...633A..99C
open cluster,UPK_16,17.609,-12.346,803.4,748.046534002513,237.423671637432,-171.778762112864,3.95422893902105,7.9,,2020A&A...633A..99C
open cluster,UPK_166,100.294,-9.986,649.6,-114.324349169831,629.460948884403,-112.645537046265,9.76245910643438,7.6,,2020A&A...633A..99C
open cluster,UPK_17,18.141,-4.101,663.1,628.525953005297,205.9318766786,-47.4214989895212,3.28683794706789,8.9,,2020A&A...633A..99C
open cluster,UPK_167,100.649,-6.782,546.4,-100.263770734649,533.232218856542,-64.5254759873878,13.3251018784238,8,,2020A&A...633A..99C
open cluster,UPK_168,101.547,-14.68,589.2,-114.091128676522,558.430671767893,-149.315234273591,9.11188953855471,7.65,,2020A&A...633A..99C
open cluster,UPK_169,101.618,4.791,842.1,-168.994321109423,821.965058018454,70.3332981558878,7.70166156381307,7.1,,2020A&A...633A..99C
open cluster,UPK_18,18.312,-5.114,785.9,743.131787421994,245.940017235534,-70.0532971756276,2.30438575936539,8.45,,2020A&A...633A..99C
open cluster,UPK_178,104.858,2.703,939.9,-240.745081418961,907.463031458427,44.3245113775597,1.65684102974653,8.5,,2020A&A...633A..99C
open cluster,UPK_180,105.167,-1.36,848.8,-222.011809080423,819.003266293917,-20.1456305121739,11.7781678561496,8.55,,2020A&A...633A..99C
open cluster,UPK_185,105.826,-9.952,551.5,-148.140211264276,522.611101504874,-95.3119320465058,2.16574656842463,7.95,,2020A&A...633A..99C
open cluster,UPK_194,108.305,6.344,932.4,-291.050556367302,879.798030998306,103.027949071059,6.41184034570843,7.35,,2020A&A...633A..99C
open cluster,UPK_20,19.25,-5.058,468.3,440.395267720317,153.792912372799,-41.2872652696031,3.52279188552964,8.8,,2020A&A...633A..99C
open cluster,UPK_201,109.974,1.624,921.4,-314.618002270898,865.627861328069,26.1128003029583,3.34495914978099,6.6,,2020A&A...633A..99C
open cluster,UPK_21,19.393,-6.886,583.1,546.049336482916,192.219343874203,-69.9103423474555,2.45267504793469,8.95,,2020A&A...633A..99C
open cluster,UPK_219,114.299,3.85,812.2,-333.464794690525,738.577023478048,54.5348612569319,6.59178207107645,8.9,,2020A&A...633A..99C
open cluster,UPK_220,114.34,5.107,960.6,-394.340114917035,871.743360432647,85.5087557435802,4.6105844227902,8.75,,2020A&A...633A..99C
open cluster,UPK_23,21.16,-5.266,969.7,900.502155731878,348.55871269497,-88.9987714896455,1.99708883882438,8.55,,2020A&A...633A..99C
open cluster,UPK_230,116.861,9.829,535.9,-238.580258282214,471.06179472915,91.4825442614255,5.72438801554438,8.35,,2020A&A...633A..99C
open cluster,UPK_24,23.278,-4.705,501.9,459.490820139968,197.678889818827,-41.1685890831277,10.3205074978109,8.9,,2020A&A...633A..99C
open cluster,UPK_237,119.798,2.808,736.7,-365.658829857989,638.527991322723,36.0903649781253,3.25305481465201,7.65,,2020A&A...633A..99C
open cluster,UPK_241,121.57,2.633,959.1,-501.596983088757,816.291638962427,44.059467952893,7.95142227261963,8.9,,2020A&A...633A..99C
open cluster,UPK_25,23.507,11.985,625.4,560.997769072785,244.010273525781,129.867815524985,5.77435203417758,8.95,,2020A&A...633A..99C
open cluster,UPK_26,24.459,-4.97,879.8,797.833780896654,362.904536393101,-76.2207027352696,4.57595247600786,8.05,,2020A&A...633A..99C
open cluster,UPK_265,130.742,3.739,858.4,-559.04567931675,648.98767097199,55.9775969797387,7.2514151328624,8.6,,2020A&A...633A..99C
open cluster,UPK_27,24.754,4.554,900,814.722280204726,375.661084417866,71.4587698746958,2.7646102306278,9.35,,2020A&A...633A..99C
open cluster,UPK_28,25.989,2.612,884.3,794.052143455965,387.096413405263,40.2995062223917,2.2224929863512,8.9,,2020A&A...633A..99C
open cluster,UPK_282,136.08,-17.304,811.9,-558.350015356464,537.687743136236,-241.492776770853,3.0182938104238,7.9,,2020A&A...633A..99C
open cluster,UPK_29,26.13,1.267,659.7,592.131942104132,290.466992039636,14.5869693711577,2.17614200029787,8.75,,2020A&A...633A..99C
open cluster,UPK_292,140.238,7.803,442.2,-336.77519522072,280.212317212698,60.0363653658049,3.46538377064635,8.8,,2020A&A...633A..99C
open cluster,UPK_294,140.793,10.124,747.2,-569.965879097095,464.968792834779,131.342142341458,10.9683529660057,8.95,,2020A&A...633A..99C
open cluster,UPK_296,142.427,-9.735,534.7,-417.688527463337,321.350018963777,-90.4132143963981,8.89447881436655,7.95,,2020A&A...633A..99C
open cluster,UPK_303,144.433,-17.996,213.2,-164.940274995486,117.942007105253,-65.868267355365,2.89514858703393,7.95,,2020A&A...633A..99C
open cluster,UPK_31,26.694,-6.586,537.9,477.398410454923,240.043750556218,-61.6941286835057,2.20622199232371,7.55,,2020A&A...633A..99C
open cluster,UPK_305,145.79,-18.777,413.3,-323.601192533304,220.001717357289,-133.035343239557,12.0787453568769,7.95,,2020A&A...633A..99C
open cluster,UPK_312,150.347,5.443,696.8,-602.815063989715,343.184575893126,66.0952758987413,4.5606104563373,8.9,,2020A&A...633A..99C
open cluster,UPK_33,27.839,0.539,510.1,451.042756069043,238.200368560928,4.79860553490518,1.58472566189628,8.9,,2020A&A...633A..99C
open cluster,UPK_333,155.914,-5.877,719.3,-653.221896600995,292.008746011668,-73.6514497731828,5.04685244519282,8.8,,2020A&A...633A..99C
open cluster,UPK_350,167.28,19.277,437.3,-402.651537383063,90.8891446924535,144.368254197834,7.29717971979287,8,,2020A&A...633A..99C
open cluster,UPK_369,177.251,-1.19,728.5,-727.504719871503,34.9318309371604,-15.1294333027825,7.38750762544067,8.85,,2020A&A...633A..99C
open cluster,UPK_38,30.534,1.052,586.4,504.997504504733,297.870054322485,10.7662055484885,0.839238653152547,6.45,,2020A&A...633A..99C
open cluster,UPK_379,181.665,6.698,764.7,-759.160053517282,-22.067199766294,89.1916018362304,8.2618252327489,8.8,,2020A&A...633A..99C
open cluster,UPK_381,183.66,7.064,711.2,-704.362033758076,-45.0552778733896,87.4619193474473,6.92655114390448,8,,2020A&A...633A..99C
open cluster,UPK_385,187.952,-17.085,316.2,-299.339778630163,-41.8137648621427,-92.8964261836719,1.96469355279809,7,,2020A&A...633A..99C
open cluster,UPK_394,195.674,-18.116,790.2,-723.101515762971,-202.900655649014,-245.706251118066,2.46870295483928,7.9,,2020A&A...633A..99C
open cluster,UPK_4,10.932,-9.347,785.1,760.617999343894,146.912549775304,-127.510673249777,3.72712974766833,8.45,,2020A&A...633A..99C
open cluster,UPK_40,31.209,-11.799,650,544.187520527046,329.688521463698,-132.911328778651,9.66634589186006,8.75,,2020A&A...633A..99C
open cluster,UPK_398,198.742,-11.577,449.4,-416.912710723964,-141.457878588608,-90.1876944045407,2.18051279632847,7.1,,2020A&A...633A..99C
open cluster,UPK_402,203.25,-12.285,408.7,-366.911282065453,-157.63752725708,-86.9609745423741,1.3481722533299,6.85,,2020A&A...633A..99C
open cluster,UPK_42,34.719,-11.49,589.9,475.154309947121,329.245610948636,-117.506252641018,2.42979829408543,8.75,,2020A&A...633A..99C
open cluster,UPK_418,212.287,11.001,870.1,-722.05089182314,-456.232357418996,166.037813950056,8.44374210650356,7.95,,2020A&A...633A..99C
open cluster,UPK_422,212.981,-16.616,299.2,-240.50384793568,-156.071660642817,-85.5580263465947,3.85929057542228,7.3,,2020A&A...633A..99C
open cluster,UPK_429,216.511,5.023,867.3,-694.408931362299,-514.041922299247,75.9370012784657,6.93300386442067,7.95,,2020A&A...633A..99C
open cluster,UPK_431,217.734,3.579,735.6,-580.62237336901,-449.306585430658,45.9196236045188,7.90890818794583,8.7,,2020A&A...633A..99C
open cluster,UPK_433,218.225,-2.075,783.9,-615.417837003969,-484.721043962179,-28.3831893481348,4.67917508618229,7.9,,2020A&A...633A..99C
open cluster,UPK_436,218.958,-6.034,836.2,-646.632528274731,-522.848326023006,-87.9001783386711,8.37749066816467,7.3,,2020A&A...633A..99C
open cluster,UPK_442,221.431,-9.217,647.4,-479.123215336692,-422.864872530182,-103.696692837635,13.5724010286857,7.7,,2020A&A...633A..99C
open cluster,UPK_445,221.952,-15.927,664.7,-475.364098635991,-427.299196020546,-182.401921064956,3.49199438976767,7.1,,2020A&A...633A..99C
open cluster,UPK_452,226.687,1.079,625.9,-429.280915583109,-455.334808973835,11.7863163409149,3.48479704396809,7.6,,2020A&A...633A..99C
open cluster,UPK_46,37.16,-11.153,665.8,520.58949043941,394.57639996797,-128.785430202149,4.21826242328238,7.9,,2020A&A...633A..99C
open cluster,UPK_457,230.399,-7.048,948.4,-599.977541272366,-725.22249041039,-116.369452055588,3.04570775343274,7.4,,2020A&A...633A..99C
open cluster,UPK_45,37.168,-7.759,873.3,689.533146530524,522.777416593287,-117.901240603162,2.33202547778629,7.9,,2020A&A...633A..99C
open cluster,UPK_467,231.754,10.649,577.1,-351.094844421636,-445.425643852,106.64340588887,6.21484632058886,8.2,,2020A&A...633A..99C
open cluster,UPK_468,232.148,7.213,879.9,-535.654830985403,-689.269433262718,110.47877810553,1.68928880521338,8.2,,2020A&A...633A..99C
open cluster,UPK_470,232.765,-4.078,1011.5,-610.494462441428,-803.277355906686,-71.9322654718682,10.46919900999,7.5,,2020A&A...633A..99C
open cluster,UPK_5,12.357,-0.171,551.7,538.916454391947,118.064533402495,-1.64655338923791,3.23537486673365,8,,2020A&A...633A..99C
open cluster,UPK_495,251.411,-15.314,671.4,-206.427630272087,-613.777067846962,-177.322599928595,12.516423819049,8.45,,2020A&A...633A..99C
open cluster,UPK_502,255.587,-1.237,697.3,-173.524246593359,-675.19628455087,-15.0533442433007,1.82553130179014,7.85,,2020A&A...633A..99C
open cluster,UPK_50,40.412,3.34,1005.3,764.137798799275,650.608251152496,58.5697701761681,4.47420725878813,8.7,,2020A&A...633A..99C
open cluster,UPK_508,258.943,7.775,829.5,-157.623555674417,-806.617818203849,112.217467680465,2.88103530771391,8.6,,2020A&A...633A..99C
open cluster,UPK_51,41.806,-30.696,562.6,360.60734668697,322.488136792184,-287.197672594485,4.06522881095133,8,,2020A&A...633A..99C
open cluster,UPK_524,264.68,-20.398,550,-47.7973018344555,-513.29116440079,-191.696631387793,10.3780865054776,8,,2020A&A...633A..99C
open cluster,UPK_526,265.411,-14.344,569.5,-44.1438702789563,-549.977515981195,-141.08969002712,9.41370587443462,7.3,,2020A&A...633A..99C
open cluster,UPK_528,265.888,2.897,960.2,-68.7644406145279,-956.504268314631,48.5291294261985,2.68139120644117,7.9,,2020A&A...633A..99C
open cluster,UPK_53,48.31,1.596,592.5,393.918893257111,442.280264289676,16.5022227274799,3.62976301958694,8.9,,2020A&A...633A..99C
open cluster,UPK_533,267.426,-10.16,345.1,-15.2552961013092,-339.345757706263,-60.874811438095,7.11432558411396,7.9,,2020A&A...633A..99C
open cluster,UPK_535,267.492,-7.117,320.1,-13.8992950943583,-317.329445698085,-39.6590782649594,6.87840789231554,7.65,,2020A&A...633A..99C
open cluster,UPK_537,268.313,-7.968,596,-17.376517930884,-589.990170343476,-82.617525517737,8.80086893772681,7.6,,2020A&A...633A..99C
open cluster,UPK_540,270.682,-17.147,367.5,4.17987143998837,-351.140295683215,-108.347918402936,5.27273962993421,7.5,,2020A&A...633A..99C
open cluster,UPK_54,48.38,4.263,820.6,543.524103063326,611.755685691881,60.9991017381677,5.37089113155912,7.9,,2020A&A...633A..99C
open cluster,UPK_542,272.887,-5.786,805.2,40.3483616703457,-800.081060603708,-81.1747877962395,8.51667260816233,8.8,,2020A&A...633A..99C
open cluster,UPK_545,275.094,-9.93,326.7,28.5731308298845,-320.534748560114,-56.3377418795154,5.9136100541847,7.95,,2020A&A...633A..99C
open cluster,UPK_549,276.778,0.699,1013.6,119.618894389094,-1006.4409448334,12.3654627076829,4.08656397785528,9.05,,2020A&A...633A..99C
open cluster,UPK_55,48.656,-7.35,781.3,511.869123919843,581.746785306563,-99.9518272119747,3.4909051362841,7.95,,2020A&A...633A..99C
open cluster,UPK_552,280.092,9.424,323.1,55.8524580210219,-313.807688401494,52.9041362572064,3.83480804541286,7.95,,2020A&A...633A..99C
open cluster,UPK_562,288.593,2.87,804.8,256.283403765259,-761.838606228064,40.2963399699565,9.21484749696272,7.9,,2020A&A...633A..99C
open cluster,UPK_567,291.184,-7.585,639.1,228.927097988021,-590.69849966804,-84.3592099104193,9.54887621773922,8.7,,2020A&A...633A..99C
open cluster,UPK_578,302.989,5.504,935.5,507.010781894845,-781.05638432757,89.7287108094211,2.33484523480785,8.85,,2020A&A...633A..99C
open cluster,UPK_579,302.969,12.354,725.4,385.611205332597,-594.493120788206,155.200153535496,16.5376318545548,7.9,,2020A&A...633A..99C
open cluster,UPK_585,307.835,-13.788,698.9,416.34473499737,-536.071898693716,-166.568877858031,3.854640624339,7.9,,2020A&A...633A..99C
open cluster,UPK_587,308.318,12.683,880.8,532.793062395232,-674.197455340861,193.38558342187,12.4374703302391,7.95,,2020A&A...633A..99C
open cluster,UPK_594,312.416,-7.051,945.1,632.65698823953,-692.459369280984,-116.013650604872,16.0677817878309,7.9,,2020A&A...633A..99C
open cluster,UPK_599,313.946,23.185,676.8,431.753180142662,-447.937595262909,266.457017522115,9.17878845543711,7.3,,2020A&A...633A..99C
open cluster,UPK_604,318.212,-0.675,745,555.44506056304,-496.415909910222,-8.77662145287817,4.59001220950899,7.15,,2020A&A...633A..99C
open cluster,UPK_605,318.839,-8.382,741.5,552.28487556009,-482.825221270952,-108.09011024248,2.32949861638514,7.85,,2020A&A...633A..99C
open cluster,UPK_606,319.202,13.522,168.4,123.94803959398,-106.981527773137,39.3750707445034,2.29854587480922,7.1,,2020A&A...633A..99C
open cluster,UPK_607,319.739,1.46,924.1,704.959545606407,-597.024683830032,23.5451896585677,3.04831411622746,7.1,,2020A&A...633A..99C
open cluster,UPK_612,322.809,-14.874,230.6,177.546342288539,-134.721057081408,-59.1936915458833,10.3142014540354,8,,2020A&A...633A..99C
open cluster,UPK_613,324.287,8.092,862.5,693.335087964266,-498.450381358877,121.408085071685,3.49242292020027,7.85,,2020A&A...633A..99C
open cluster,UPK_614,324.36,2.398,898.9,729.891052191489,-523.321793019068,37.610675108383,3.73394746192374,7.95,,2020A&A...633A..99C
open cluster,UPK_617,325.253,0.045,721.8,593.086118163601,-411.392482996031,0.566900336058169,2.683340894647,7.9,,2020A&A...633A..99C
open cluster,UPK_62,54.528,3.59,893.2,517.311326486208,725.993931767132,55.9289060002166,1.80835905272329,6.75,,2020A&A...633A..99C
open cluster,UPK_621,326.878,0.015,877.3,734.746591368973,-479.377391749272,0.229676600292563,7.21200778670155,8.8,,2020A&A...633A..99C
open cluster,UPK_624,329.069,-10.688,313,263.829499470283,-158.092636050201,-58.0492345854655,3.31609256172174,7.65,,2020A&A...633A..99C
open cluster,UPK_626,330.71,2.075,500.4,436.140027998363,-244.650286329655,18.1183160477187,2.77732208720344,8.2,,2020A&A...633A..99C
open cluster,UPK_627,331.373,-2.28,526.1,461.422537536294,-251.857883906629,-20.9298391690494,5.09626773797377,8,,2020A&A...633A..99C
open cluster,UPK_629,333,-8.465,937.7,826.394890717383,-421.069228152674,-138.034342462719,9.50894426956173,7.9,,2020A&A...633A..99C
open cluster,UPK_630,334.322,-2.713,929.2,836.4968003147,-402.183210571559,-43.9819076169147,1.91367943594474,7.85,,2020A&A...633A..99C
open cluster,UPK_640,343.635,4.584,175,167.372992040071,-49.1494716041905,13.9860994055901,4.15771997213833,7.5,,2020A&A...633A..99C
open cluster,UPK_642,345.528,-5.915,954.4,919.196660829949,-237.241232114651,-98.3537315194221,8.36224001162443,8,,2020A&A...633A..99C
open cluster,UPK_644,349.175,10.586,749.8,723.923295061727,-138.423146931775,137.746634298177,5.66655316797627,7.95,,2020A&A...633A..99C
open cluster,UPK_645,349.531,-9.546,687.2,666.403023996802,-123.137593235699,-113.964831154344,2.90254169406418,7.95,,2020A&A...633A..99C
open cluster,UPK_65,55.426,7.391,760,427.694002157413,620.58004943478,97.7662659719673,3.46205905117065,8.9,,2020A&A...633A..99C
open cluster,UPK_654,359.531,-10.817,500.9,491.983330743682,-4.02726584260207,-94.0052838950346,2.85003823209991,8,,2020A&A...633A..99C
open cluster,UPK_66,55.7,-13.013,674.6,370.391920439299,542.974249986824,-151.901116271521,3.47335807670353,8.1,,2020A&A...633A..99C
open cluster,UPK_7,14.772,-2.637,781.6,754.966334854232,199.076059353039,-35.9599197612092,2.38726877441977,8.4,,2020A&A...633A..99C
open cluster,UPK_79,61.789,-7.578,906.7,424.871764686358,792.017338967074,-119.571770697838,5.47548207278363,7.8,,2020A&A...633A..99C
open cluster,UPK_80,62.902,3.776,879.8,399.891074405522,781.522948400957,57.9400529294933,7.447550160328,7.9,,2020A&A...633A..99C
